voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
107242	Augustus Caesar	Great Britain	Nevis, port unspecified	Philadelphia	11	10	1734				Walker, Charles	
107243	Cambridge	Great Britain	Nevis, port unspecified	Philadelphia	6	5	1734				Fogo, David	
107244	Diamond	Great Britain	Bermuda	Philadelphia	2	1	1736	1	0	0	Burrows, Florentine	
107245	Anne	Great Britain	Bermuda	Philadelphia	5	4	1736	0.25	0	0.75	Joell, John	
107246	Warwick	Great Britain	Barbados, port unspecified	Philadelphia	2	1	1736	1	0	0	Darrell, John	
107247	Elizabeth and Lavenia	Great Britain	Charleston	Philadelphia	29	28	1736				Smith, Henry	
107248	Neptune	Great Britain	Bermuda	Philadelphia	6	5	1737	0	0.2	0.8	Harvey, Seth	
107249	Martha	Great Britain	South Carolina, port unspecified	Philadelphia	45	44	1737				Kollock, Cornelius	
107250	Lilly	Great Britain	Antigua, port unspecified	Philadelphia	2	1	1737	1	0	0	Haskins, Benjamin	
107251	Rainbow	Great Britain	Jamaica, port unspecified	Philadelphia	5	4	1737	0.6666667	0.33333334	0.25	Christian, Benjamin	
107252	Delight	Great Britain	Bermuda	Philadelphia	2	1	1738	0	1	0	Burrows, Stephen	
107253	Rebecca	Great Britain	Barbados, port unspecified	Philadelphia	5	4	1738	0.33333334	0.6666667	0.25	Dickinson, George	
107254	Paradox	Great Britain	Bermuda	Philadelphia	4	3	1738	0	0.33333334	0.6666667	Lusher, Christopher	
107255	Industry	Great Britain	Bermuda	Philadelphia	4	3	1738	0.6666667	0	0.33333334	Outerbridge, Hubbard	
107256	Neptune	Great Britain	North Carolina, port unspecified	Philadelphia	9	8	1738	0	0	1	Jennings, Samuel	
107257	Winyaw	Great Britain	South Carolina, port unspecified	Philadelphia	19	18	1739				Painter, Richard	
107258	Rainbow	Great Britain	Jamaica, port unspecified	Philadelphia	3	2	1739	0	0	1	Christian, Benjamin	
107259	Charming Betty	Great Britain	South Carolina, port unspecified	Philadelphia	19	18	1739				Crosthwaite, Thomas	
107260	Martha	Great Britain	Antigua, port unspecified	Philadelphia	20	19	1740				Wall, Gurnay	
107261	William and Mary	Great Britain	Barbados, port unspecified	Philadelphia	20	19	1740				Spafford, George	
107262	Mary	Great Britain	Antigua, port unspecified	Philadelphia	2	1	1740				Spafford, William	
107263	Charming Sally	Great Britain	Antigua, port unspecified	Philadelphia	20	19	1740				Hall, David	
107264	Martha	Great Britain	Antigua, port unspecified	Philadelphia	20	19	1740				Wall, Gurnay	
107265	Mary	Great Britain	Antigua, port unspecified	Philadelphia	2	1	1741	1	0	0	Spafford, William	
107266	Vernon	Great Britain	Barbados, port unspecified	Philadelphia	21	20	1741				Burrows, Arthur	
107267	Carpenter	Great Britain	Barbados, port unspecified	Philadelphia	21	20	1741				Cribb, Arthur	
107268	Saint Augustine	Great Britain	St. Kitts, port unspecified	Philadelphia	2	1	1741	1	0	0	Child, William	
107269	Warren	Great Britain	Antigua, port unspecified	Philadelphia	24	23	1743				Cox, John	
107270	Fireball	Great Britain	South Carolina, port unspecified	Philadelphia	3	2	1745	0.5	0	0.5	Barns, Thomas	
107271	Charming Polly	Great Britain	Barbados, port unspecified	Philadelphia	33	32	1747				Ritchee, Thomas	
107272	Grampus	Great Britain	Jamaica, port unspecified	Philadelphia	4	3	1751	0.33333334	0.33333334	0.33333334	Lee, Robert	
107273	John	Great Britain	Barbados, port unspecified	Philadelphia	25	24	1751				Smith, Joseph	
107274	Charming Betsey	Great Britain	Barbados, port unspecified	Philadelphia	25	24	1751				Morrell, William	
107275	Little Benjamin	Great Britain	Anguilla, port unspecified	Philadelphia	2	1	1751	1	0	0	Catlin, Nathaniel	
107276	Sarah	Great Britain	Bermuda	Philadelphia	4	3	1752	0.33333334	0	0.6666667	Stiles, Richard	
107277	Hannah	Great Britain	Barbados, port unspecified	Philadelphia	25	24	1752				Cornish, Joseph	
107278	Mary	Great Britain	Jamaica, port unspecified	Philadelphia	7	6	1752		1	0	Montgomery, Hamilton	
107279	Delaware	Great Britain	Antigua, port unspecified	Philadelphia	3	2	1753	0	0	1	Lisle, Henry	
107280	Seaflower	Great Britain	Jamaica, port unspecified	New York	2	1	1716				Butler, Isaac	
107281	Anne	Great Britain	Curacao	New York	2	1	1716				Warner, Francis	
107282	Diamond	Great Britain	Curacao	New York	4	3	1716				Bedlow, Isaac	
107283	Loyalty	Great Britain	Barbados, port unspecified	New York	3	2	1716				Pluckinton, John	
107284	Hamilton	Great Britain	Jamaica, port unspecified	New York	5	4	1716				Stone, Thomas	
107285	Jamaica Packet	Great Britain	Jamaica, port unspecified	New York	5	4	1717				Rolland, Peter	
107286	Swallow	Great Britain	Tortuga	New York	2	1	1717				Hays, Robert	
107287	Expedition	Great Britain	Barbados, port unspecified	New York	9	8	1717				Hickford, James	
107288	Diamond	Great Britain	Curacao	New York	4	3	1717				Bedlow, Isaac	
107289	Illustrious Galley	Great Britain	Barbados, port unspecified	New York	2	1	1717				Evans, Henry	
107290	Mary	Great Britain	Nevis, port unspecified	New York	3	2	1717				Cox, Florent.	
107291	John and Anne	Great Britain	Nevis, port unspecified	New York	4	3	1717				Vivian, Richard	
107292	Dove	Great Britain	Jamaica, port unspecified	New York	3	2	1717				Bonyot, Ezekial	
107293	Good Intent	Great Britain	Guadeloupe, port unspecified	New York	3	2	1717				Morgat, Peter	
107294	Huntington	Great Britain	Barbados, port unspecified	New York	17	16	1717				Vanbrighton, John	
107295	Seaflower	Great Britain	Barbados, port unspecified	New York	8	7	1717				Parker, Simon	
107296	John	Great Britain	Jamaica, port unspecified	New York	2	1	1717				Pope, Thomas	
107297	King George Gally	Great Britain	New York	Virginia, port unspecified	8	8	1717				Waldron, John	
107298	Charming Polly	Great Britain	Barbados, port unspecified	Philadelphia	21	20	1754				Morrell, William	
107299	George	Great Britain	Barbados, port unspecified	Philadelphia	5	4	1754	0.25	0	0.75	Arthur, Joseph	
107300	Five Friends (a) Friendship	Great Britain	Jamaica, port unspecified	Philadelphia	28	27	1755				McMillan, Alexander	
107301	George	Great Britain	Barbados, port unspecified	Philadelphia	32	31	1756				Hardie (a) Harvey, Robert	
107302	Fanny	Great Britain	Barbados, port unspecified	Philadelphia	32	31	1757				Scott, Nathaniel	
107303	Frances	Great Britain	Barbados, port unspecified	Philadelphia	32	31	1757				Harvey, Robert	
107304	Ursula	Great Britain	Montserrat, port unspecified	Philadelphia	2	1	1757	1	0	0	Jackson, Nicholas	
107305	Carington	Great Britain	Barbados, port unspecified	Philadelphia	4	3	1758	0.6666667	0.33333334	0	Appowen, Samuel	
107306	Melesent	Great Britain	Barbados, port unspecified	Philadelphia	4	3	1758	1	0	0	Cotton, John	
107307	Hope	Great Britain	Barbados, port unspecified	Philadelphia	32	31	1759				Roberts, H.	
107308	Lydia	Great Britain	South Carolina, port unspecified	Philadelphia	3	2	1760	0	0	1	Carpenter	
107309	Hannah	Great Britain	South Carolina, port unspecified	Philadelphia	29	28	1761				Noarth, George	
107310	Hamilton	Great Britain	Barbados, port unspecified	Philadelphia	7	6	1762	0.16666667	0.16666667	0.6666667	White, Robert	
107311	Mary	Great Britain	Barbados, port unspecified	Philadelphia	29	28	1763				Murphy, Peter	
107312	Nancy	Great Britain	Barbados, port unspecified	Philadelphia	28	27	1764				Edey, Solomon	
107313	Jenny	Great Britain	Barbados, port unspecified	Philadelphia	28	27	1764				Barclay, George	
107314	Carolina	Great Britain	South Carolina, port unspecified	Philadelphia	4	3	1744	0	0.33333334	0.6666667	Hutchins, Joseph	
107316	Fancy	Great Britain	St. Kitts, port unspecified	New York	2	1	1717				Spencer, Jeremiah	
107317	Charlotte	Great Britain	Barbados, port unspecified	New York	3	2	1717				Law, Andrew	
107318	Sarah	Great Britain	Barbados, port unspecified	New York	3	2	1717				Gurstead, Jacob	
107319	Dart	Great Britain	Jamaica, port unspecified	New York	2	1	1717				Billop, Middleton	
107320	Hope	Great Britain	Jamaica, port unspecified	New York	3	2	1717				Bennet, Elisha	
107321	Mary	Great Britain	Antigua, port unspecified	New York	2	1	1717				Cowsten, James	
107322	Huntington	Great Britain	Barbados, port unspecified	New York	2	1	1718				Vanbrough, John	
107323	Hamilton	Great Britain	Barbados, port unspecified	New York	4	3	1718				Stone, Thomas	
107324	Neptune	Great Britain	Antigua, port unspecified	New York	4	3	1718				Gallop, Thomas	
107325	Charlotte	Great Britain	Barbados, port unspecified	New York	10	9	1718				Law, Andrew	
107326	Rachel and Anne	Great Britain	Bahamas, port unspecified	New York	4	3	1718				Veare, John	
107327	John and Mary	Great Britain	Tortuga	New York	3	2	1718			1	Theobalds, John Jr.	
107328	Anne	Great Britain	Jamaica, port unspecified	New York	17	16	1718				Masse, Daniel	
107329	Dove	Great Britain	Jamaica, port unspecified	New York	2	1	1718				Bonyot, Ezekial	
107330	Seaflower	Great Britain	Barbados, port unspecified	New York	6	5	1718				Parker, Simon	
107331	Mary	Great Britain	Jamaica, port unspecified	New York	6	5	1718				Nessels, Rout	
107332	Curacoa Packet	Great Britain	Jamaica, port unspecified	New York	4	3	1718				Furber, Nathaniel	
107333	John and Anne	Great Britain	Curacao	New York	2	2	1718				Vivian, Richard	
107334	Small Gains	Great Britain	Exuma	New York	4	3	1718				Prileau Benie, Julian	
107335	Mary	Great Britain	Nevis, port unspecified	New York	6	5	1718				Cox, Florent.	
107336	George	Great Britain	Antigua, port unspecified	New York	13	12	1718				Ellis, Giles	
107337	Huntington	Great Britain	Barbados, port unspecified	New York	33	32	1718				Vanbrough, John	
107338	Swallow	Great Britain	St. Kitts, port unspecified	New York	2	1	1718				Grandy, Patrick	
107339	Eagle	Great Britain	Barbados, port unspecified	New York	65	63	1718				Wright, Edward	
107340	Samuel	Great Britain	Barbados, port unspecified	New York	31	30	1718				Webb, John	
107341	Eagle Gally	Great Britain	Barbados, port unspecified	New York	32	31	1718				Leonard, Robert	
107342	Elizabeth	Great Britain	Antigua, port unspecified	New York	15	14	1718				Gally, Thomas	
107343	Seaflower	Great Britain	St. Thomas	New York	4	3	1718				Boyles, Philip	
107344	Expedition	Great Britain	Barbados, port unspecified	New York	12	11	1718				Low, Timothy	
107345	Anne	Great Britain	Jamaica, port unspecified	New York	3	2	1718				Masse, Daniel	
107346	Fairfield	Great Britain	Antigua, port unspecified	New York	22	21	1718				Narvis, Nathan	
107347	Sarah	Great Britain	Jamaica, port unspecified	New York	9	8	1718				Rushworth, James	
107348	Revenge	Great Britain	Jamaica, port unspecified	New York	42	41	1718				Mogerette, William	
107349	Hamilton	Great Britain	Barbados, port unspecified	New York	12	11	1718				Stone, Thomas	
107350	Charlotte	Great Britain	Barbados, port unspecified	New York	25	24	1718				Law, Andrew	
107351	Portsmouth	Great Britain	Antigua, port unspecified	New York	6	5	1718				Marshall, William	
107353	Jenny	Great Britain	Barbados, port unspecified	New York	9	8	1718				Gibbs, Henry<br/> Simpkins, Christopher	
107354	Cornelia	Great Britain	Barbados, port unspecified	New York	2	1	1718				Hook, Thomas<br/> Simpkins, Christopher	
107355	William	Great Britain	Barbados, port unspecified	New York	2	1	1718				Wilson, William<br/> Simpkins, Christopher	
107356	Huntington	Great Britain	Barbados, port unspecified	New York	16	15	1718				Vanbrough, John	
107357	John and Anne	Great Britain	Barbados, port unspecified	New York	12	11	1718				Vivian, Richard	
107358	James	Great Britain	Boston	New York	2	1	1718				Herold, John	
107359	Henry and Margaret	Great Britain	New York	Virginia, port unspecified	5	5	1718				Timmoth, Nicholas	
107360	Eagle	Great Britain	Barbados, port unspecified	New York	18	17	1718				Eustace, James	
107361	Weymouth (a) Wijmer	Great Britain	Curacao	New York	2	2	1718				Phoenix, Alexander	
107362	Seaflower	Great Britain	St. Thomas	New York	4	3	1718				Furber, Matthew	
107363	Anne	Great Britain	Jamaica, port unspecified	New York	2	1	1718				Masse, Daniel	
107365	King George Gally	Great Britain	New York	Maryland, port unspecified	2	2	1719				Goulet, Jacob Jr.	
107366	Anne	Great Britain	Jamaica, port unspecified	New York	9	8	1719			1	Masse, Daniel	
107367	Seaflower	Great Britain	Bermuda	New York	3	2	1719				Hawkes, Seth	
107369	Success	Great Britain	New York	Virginia, port unspecified	3	3	1719				Smith, Josias	
107370	Hope	Great Britain	Suriname	New York	4	3	1719				Landford, Abram	
107371	Princes	Great Britain	Suriname	New York	4	3	1719				Prince, Isaac	
107372	Seaflower (a) Zeeblom	Great Britain	Curacao	New York	5	4	1719				Boiles (a) Borlos, Philip	
107373	Mary	Great Britain	St. Eustatius	New York	2	1	1719				Bodine, Vincent	
107374	Weymouth (a) Wijmer	Great Britain	Curacao	New York	1	1	1719				Phoenix, Alexander	
107375	Hunter Gally	Great Britain	Jamaica, port unspecified	New York	11	10	1719				Coerteen, Henry	
107376	Mary	Great Britain	Barbados, port unspecified	New York	7	6	1719				Sarley, Jacob	
107377	Society	Great Britain	Jamaica, port unspecified	New York	19	18	1719				Panie, Nathaniel	
107378	Weymouth	Great Britain	Curacao	New York	3	2	1719				Phoenix, Alex	
107379	Charlotte	Great Britain	Nevis, port unspecified	New York	4	3	1719				Law, Andrew	
107380	Three Sisters	Great Britain	Barbados, port unspecified	New York	7	6	1719				Webb, Nicholas	
107381	Endeavour	Great Britain	Curacao	New York	3	2	1719				Brask, Richard	
107382	Expedition	Great Britain	St. Thomas	New York	2	1	1720				Bedlow, Peter	
107383	Expedition	Great Britain	Barbados, port unspecified	New York	6	5	1720				Lawrence, Samuel	
107384	Hope	Great Britain	Suriname	New York	3	2	1720				Landford, Abram	
107385	Abigail	Great Britain	Jamaica, port unspecified	New York	2	1	1720				Jarrat, A.	
107386	Sarah	Great Britain	St. Kitts, port unspecified	New York	2	1	1720				Smith, Josiah	
107387	Hunter Gally	Great Britain	Jamaica, port unspecified	New York	3	2	1720				Coerleen, Henry	
107388	Friends' Adventure	Great Britain	Suriname	New York	2	1	1720				Thatcher, Thomas	
107389	John and Elizabeth	Great Britain	South Carolina, port unspecified	New York	7	6	1720				Furber, Matthew	
107390	Expedition	Great Britain	St. Thomas	New York	2	1	1720				Bedlow, Peter	
107391	Elizabeth	Great Britain	St. Kitts, port unspecified	New York	6	5	1720				Rawling, Philip	
107392	Rubie	Great Britain	Antigua, port unspecified	New York	5	4	1720				Leacraft, Richard	
107393	Hester	Great Britain	South Carolina, port unspecified	New York	10	9	1720				Hall, John	
107394	Hamilton	Great Britain	Nevis, port unspecified	New York	3	2	1720				Hester, James	
107395	Anne	Great Britain	Jamaica, port unspecified	New York	14	13	1720				Masse, Daniel	
107396	Huntington	Great Britain	Barbados, port unspecified	New York	5	4	1720				Vanbrough, John	
107397	Peter	Great Britain	Jamaica, port unspecified	New York	4	3	1720				Billop, Middleton	
107398	Expedition	Great Britain	Barbados, port unspecified	New York	6	5	1720				Lawrence, Samuel	
107399	Lucretia	Great Britain	New York	Maryland, port unspecified	2	2	1720				Furber, Matthew	
107401	New York Pink	Great Britain	New York	Maryland, port unspecified	1	1	1720				Clarke, Cornelius	
107402	Cornelia	Great Britain	Jamaica, port unspecified	New York	7	6	1720				Hook, Thomas<br/> Simpkins, Christopher	
107403	Huntington	Great Britain	Barbados, port unspecified	New York	2	1	1720				Vanbrough, John	
107404	Phillipsburgh	Great Britain	Barbados, port unspecified	New York	4	3	1720				Thody, Michael	
107405	Expedition	Great Britain	St. Thomas	New York	2	1	1720				Bedlow, Peter	
107406	Hamstead	Great Britain	Jamaica, port unspecified	New York	3	2	1720				Tucker, John	
107407	Rose	Great Britain	Jamaica, port unspecified	New York	4	3	1720				Martin, John	
107408	Expedition	Great Britain	St. Thomas	New York	4	3	1721				Bedlow, Peter	
107409	Eagle	Great Britain	St. Kitts, port unspecified	New York	9	8	1721				Eustace, James	
107410	Expedition	Great Britain	Barbados, port unspecified	New York	6	5	1721				Lawrence, Samuel	
107411	Success	Great Britain	Bermuda	New York	2	1	1721				Spofforth, Berent	
107412	Thomas	Great Britain	South Carolina, port unspecified	New York	2	1	1721				Browne, John	
107413	Three Brothers	Great Britain	Barbados, port unspecified	New York	7	6	1721				Bonyott, Ezekiel	
107414	George	Great Britain	Jamaica, port unspecified	New York	3	2	1721				Veare, John	
107415	Phillipsburgh	Great Britain	Barbados, port unspecified	New York	9	8	1721				Thody, Michael	
107416	N[el]ly[?-torn]	Great Britain	Philadelphia	Cape Fear	12	12	1765				Inglish, Joseph	
107417	Hambleton and Polly	Great Britain	Delaware River	New Bern	1	1	1761	1	0	0	Leatt, Thomas	
107420	Elizabeth	Great Britain	Delaware River	New Bern	1	1	1762	0	1	0	Splane, Thomas	
107421	Peggy	Great Britain	Delaware River	New Bern	2	2	1762	0	0.5	0.5	Ronnald, George	
107422	Nancy	Great Britain	Philadelphia	New Bern	2	2	1763	0.5	0.5	0	Thomas, Thomas	
107423	Grogg	Great Britain	Delaware River	New Bern	2	2	1764	0	1	0	Towers, Isaac	
107424	Polly	Great Britain	Philadelphia	Choptank	1	1	1760	1	0	0	Lesley, John	
107426	Penelope	Great Britain	Philadelphia	Hampton	2	2	1715	0	1	0	Browne, Nathaniel	
107427	 	Great Britain	Jamaica, port unspecified	Philadelphia	1	1	1716	0	1	0	Burton	
107428	 	Great Britain	St. Croix	Philadelphia	2	2	1762	0	0.5	0.5	Ronnolds	
107429	Nancy	Great Britain	Delaware River	New Bern	11	11	1764				Osborn	
107430	Nelly	Great Britain	Delaware River	New Bern	9	9	1765				Burroughs, John	
107431	George	Great Britain	Barbados, port unspecified	New York	2	1	1721				Woolf, Matthew	
107432	Hamilton	Great Britain	Barbados, port unspecified	New York	4	3	1721				Bissett, Andrew	
107433	Friendship	Great Britain	Barbados, port unspecified	New York	2	1	1721				Vivian, R.	
107434	Expedition	Great Britain	St. Thomas	New York	2	1	1721				Bedlow, Peter	
107435	Hampstead	Great Britain	Jamaica, port unspecified	New York	3	2	1721				Randall, Thomas	
107436	Expedition	Great Britain	Barbados, port unspecified	New York	16	15	1721				Lawrence, Samuel	
107437	Huntington	Great Britain	Barbados, port unspecified	New York	17	16	1721				Vanbrough, John	
107438	Overpluss	Great Britain	St. Eustatius	New York	2	1	1721				Tucker, Mansfield	
107439	Hope	Great Britain	Barbados, port unspecified	New York	3	2	1721				Butler, Abraham	
107440	Expedition	Great Britain	Barbados, port unspecified	New York	10	9	1721				Lawrence, Samuel	
107441	Huntington	Great Britain	Barbados, port unspecified	New York	3	2	1721				Vanbrough, John	
107442	John and Elizabeth	Great Britain	South Carolina, port unspecified	New York	2	1	1721				Ball, John	
107444	Hope	Great Britain	Jamaica, port unspecified	New York	5	4	1722				Butler, Abraham	
107445	Thomas	Great Britain	Jamaica, port unspecified	New York	2	1	1722				White, William	
107446	John and Catherine	Great Britain	Barbados, port unspecified	New York	5	4	1722				Tudor, John	
107447	Huntington	Great Britain	Barbados, port unspecified	New York	8	7	1722				Vanbrough, John	
107448	Greyhound	Great Britain	West Indies (colony unspecified)	New York	35	34	1722				Smith, Edward	
107449	William	Great Britain	Nevis, port unspecified	New York	6	5	1722				Hinson, Nicholas	
107450	Jolly	Great Britain	Jamaica, port unspecified	New York	6	5	1722				Tickell, John	
107451	Nassaw	Great Britain	Jamaica, port unspecified	New York	2	1	1722				Lester, Feris	
107452	Margaret	Great Britain	St. Thomas	New York	2	1	1722				Symons, Peter	
107453	Jacob	Great Britain	Jamaica, port unspecified	New York	13	12	1722				Phenix, Jacob	
107454	Catherine	Great Britain	Jamaica, port unspecified	New York	7	6	1722				Bedlow, Peter	
107455	Elizabeth	Great Britain	Jamaica, port unspecified	New York	2	1	1722				Young, Joseph	
107456	Hopewell	Great Britain	Suriname	New York	2	1	1722				Ablin, John	
107457	Seaflower	Great Britain	Antigua, port unspecified	New York	2	1	1722				Craig, James	
107458	Hope	Great Britain	Jamaica, port unspecified	New York	4	3	1722				Butler, Abraham	
107459	Jolly	Great Britain	Jamaica, port unspecified	New York	9	8	1722				Tickell, John	
107460	Jacob	Great Britain	Jamaica, port unspecified	New York	10	9	1723				Phenix, Jacob	
107461	Sarah	Great Britain	Barbados, port unspecified	New York	3	2	1723				Burrows, Christopher	
107462	Albany	Great Britain	Barbados, port unspecified	New York	3	2	1723				Johnson, Isaac	
107463	Prudence	Great Britain	Jamaica, port unspecified	New York	9	8	1723				Seymour, James	
107464	Expedition	Great Britain	Barbados, port unspecified	New York	6	5	1723				Lawrence, Samuel	
107465	Mary Anne	Great Britain	Antigua, port unspecified	New York	4	3	1723				Brett, John	
107466	Elizabeth and Anne	Great Britain	Turk's Island	New York	2	1	1723				Leycraft, R.	
107467	Anne and Catherine	Great Britain	Curacao	New York	7	6	1723				Fred, John	
107468	Jolly	Great Britain	Jamaica, port unspecified	New York	8	7	1723				Tickell, John	
107469	Peters	Great Britain	Jamaica, port unspecified	New York	12	11	1723				Marston, John	
107470	Jacob	Great Britain	Jamaica, port unspecified	New York	13	12	1723				Phenix, Jacob	
107471	Speedwell	Great Britain	Bermuda	New York	5	4	1723				Gottier, Francis	
107472	Mary Anne	Great Britain	Jamaica, port unspecified	New York	13	12	1723				Smith, William	
107473	Stanhope	Great Britain	Antigua, port unspecified	New York	3	2	1723				Delap, John	
107474	Benjamin	Great Britain	Jamaica, port unspecified	New York	6	5	1723				Hinson, Benjamin	
107475	Good Intent	Great Britain	Jamaica, port unspecified	New York	4	3	1723				Massey, Daniel	
107476	Endeavour	Great Britain	Boston	New York	2	1	1723				Robinson, Richard	
107477	Catherine and Mary	Great Britain	Jamaica, port unspecified	New York	4	3	1723				Row, Henry	
107478	Philipsburgh	Great Britain	Barbados, port unspecified	New York	4	3	1723				Thody, Michael	
107479	Hamilton	Great Britain	Barbados, port unspecified	New York	2	1	1724				Bissett, Andrew	
107480	Jacob	Great Britain	Jamaica, port unspecified	New York	5	4	1724				Phenix, Jacob	
107481	William and Thomas	Great Britain	South Carolina, port unspecified	New York	3	2	1724				Tickell, John	
107482	Henry	Great Britain	Bermuda	New York	2	1	1724				Brown, Bristow	
107483	Newbery	Great Britain	Antigua, port unspecified	New York	4	3	1724				Woodridge, John	
107485	Peters	Great Britain	Jamaica, port unspecified	New York	16	15	1724				Marston, John	
107486	Saint Andrew	Great Britain	Bermuda	New York	3	2	1724				Forster, Thomas	
107487	Elizabeth	Great Britain	Jamaica, port unspecified	New York	3	2	1724				Butler, Abram	
107488	Hester	Great Britain	Rhode Island, port unspecified	New York	3	2	1724				Coden, James	
107489	Dighton Gally	Great Britain	Nevis, port unspecified	New York	6	5	1724				Ruggles, John	
107490	Jacob	Great Britain	Jamaica, port unspecified	New York	5	4	1724				Phenix, Jacob	
107491	William	Great Britain	Jamaica, port unspecified	New York	2	1	1724				Ellison, William	
107492	Greyhound	Great Britain	Jamaica, port unspecified	New York	5	4	1724				Peat, Robert	
107493	Mary Anne	Great Britain	Barbados, port unspecified	New York	2	1	1724				Smith, William	
107494	Tryall	Great Britain	St. Eustatius	New York	2	1	1724				Baker, William	
107495	Elizabeth and Martha	Great Britain	Barbados, port unspecified	New York	2	1	1724				Gibbs, John Jr.	
107496	Catherine and Mary	Great Britain	Jamaica, port unspecified	New York	3	2	1724				Mansfield, Andrew	
107497	Mary	Great Britain	Jamaica, port unspecified	New York	3	2	1724				Lawrence, Dennis	
107498	Hamilton	Great Britain	St. Kitts, port unspecified	New York	2	1	1725				Bissett, Andrew	
107499	Thomas and Mary	Great Britain	Antigua, port unspecified	New York	2	1	1724				Burdett, Samuel	
107500	Fancy	Great Britain	Rhode Island, port unspecified	New York	5	4	1724				Cook, Joseph	
107501	Allida	Great Britain	St. Thomas	New York	2	1	1724				Brown, John	
107503	Dove	Great Britain	New York	Maryland, port unspecified	1	1	1724				Jones, Daniel	
107504	Jacob	Great Britain	Jamaica, port unspecified	New York	2	1	1725				Jiggles, William	
107505	Mary	Great Britain	Jamaica, port unspecified	New York	9	8	1725				Marston, John	
107506	Burnet	Great Britain	St. Thomas	New York	2	1	1725				Muttlow, John	
107507	Lady Anne	Great Britain	British Honduras, port unspecified	New York	4	3	1725				Chitt, Charles	
107508	Two Friends	Great Britain	Rhode Island, port unspecified	New York	2	1	1725				King, Edward	
107509	Mary	Great Britain	Boston	New York	2	1	1725				Beckman, William	
107510	Mary and Anne	Great Britain	Barbados, port unspecified	New York	2	1	1725				Smith, William	
107511	Dolphin	Great Britain	Curacao	New York	4	3	1725				Lorstett, Ichabod	
107512	Johanna	Great Britain	Antigua, port unspecified	New York	4	3	1725				Pointer, Thomas	
107513	Francis and Catherine	Great Britain	Barbados, port unspecified	New York	2	1	1725				Young, John	
107514	Swallow	Great Britain	Barbados, port unspecified	New York	2	1	1725				Phenix, Alex	
107515	Jacob	Great Britain	South Carolina, port unspecified	New York	2	1	1725				Phenix, Jacob	
107516	Rubie	Great Britain	Jamaica, port unspecified	New York	12	11	1725				Leacraft, Richard	
107517	Three Friends	Great Britain	Antigua, port unspecified	New York	5	4	1725				Mackie, George	
107518	Tryall	Great Britain	St. Eustatius	New York	2	1	1725				Bodine, Vincent	
107519	Mary	Great Britain	Nevis, port unspecified	New York	3	2	1725				Davis, Sam	
107520	Wheel of Fortune	Great Britain	Rhode Island, port unspecified	New York	3	2	1725				Bush, Jesper	
107521	Thomas and Mary	Great Britain	Bermuda	New York	2	1	1725				Frith, Thomas	
107522	Catherine and Mary	Great Britain	St. Eustatius	New York	34	33	1725				Roe, Henry	
107523	Speedwell	Great Britain	Boston	New York	2	1	1725				Schermerhorn, Arnout	
107524	Jolly	Great Britain	St. Eustatius	New York	24	23	1725				Theobalds, Rob	
107525	Hamilton	Great Britain	Nevis, port unspecified	New York	7	6	1725				Sharp, George	
107526	Duke of Portland	Great Britain	Barbados, port unspecified	New York	7	6	1725				Vandam, Isaac	
107527	Mary	Great Britain	Jamaica, port unspecified	New York	9	8	1725				Marston, John	
107528	Mary	Great Britain	Jamaica, port unspecified	New York	6	5	1725				Laurance, Dennis	
107529	Francis and Catherine	Great Britain	Barbados, port unspecified	New York	9	8	1725				Young, John	
107530	John and Mary	Great Britain	New York	Maryland, port unspecified	1	1	1725				Vanpelt, John	
107531	Penelope	Great Britain	Barbados, port unspecified	New York	9	8	1725				Benson, William	
107532	Glasco	Great Britain	Bermuda	New York	3	2	1725				Hubbard, Daniel	
107533	Norris	Great Britain	Martinique, port unspecified	New York	2	1	1725				Seabury, David	
107534	Good Intent	Great Britain	Barbados, port unspecified	New York	2	1	1726				Kippan, Walter	
107535	Abigail	Great Britain	Martinique, port unspecified	New York	3	2	1726	0	0	1	Jarratt, William	
107536	Mary and Anne	Great Britain	St. Thomas	New York	6	5	1726				Smith, William	
107537	Jolly	Great Britain	Barbados, port unspecified	New York	2	1	1726				Lawrance, Samuel	
107538	Jacob	Great Britain	Jamaica, port unspecified	New York	3	2	1726				Phenix, Jacob	
107539	Two Brothers	Great Britain	Barbados, port unspecified	New York	2	1	1726				Kierstead, Jesse	
107540	Mary	Great Britain	Montserrat, port unspecified	New York	3	2	1726				Ellison, William	
107541	Thomas and Mary	Great Britain	St. Thomas	New York	3	2	1726				Judkin, Francis	
107542	Sarah	Great Britain	New York	New London	5	5	1726				Goram, George	
107543	Sincerity	Great Britain	Barbados, port unspecified	New York	2	1	1726				Dawes, Ralph	
107544	Mary and Elinor	Great Britain	Bermuda	New York	3	2	1726				Mitchell, John	
107545	Speedwell	Great Britain	Barbados, port unspecified	New York	2	1	1726				Todd, Edward	
107546	Sarah and Elizabeth	Great Britain	Bermuda	New York	2	1	1726				Burrows, Edward	
107547	Elizabeth	Great Britain	Jamaica, port unspecified	New York	32	31	1726				Roe, Henry	
107548	Rubie	Great Britain	Jamaica, port unspecified	New York	46	45	1726				Fred, John	
